collision_count,executed_path_length,execution_steps,failed_planner_calls,failure_reason,final_goal_distance,maximum_planning_time_s,planner,planner_artificial_obstacles_inserted,planner_backtrack_failed,planner_backtrack_tries,planner_blocked_edges,planner_blocked_steps,planner_changed_cells,planner_changed_edges,planner_collision_checks,planner_expanded_nodes,planner_iterations,planner_map_update_time_s,planner_max_active_virtual_obstacles,planner_nodes,planner_path_cost,planner_path_reuse_ratio,planner_planning_effort,planner_recovery_events,planner_repair_events,planner_samples,planner_search_time_s,planner_selection_changes_due_to_midpoint_checking,planner_state_reused,planner_unique_midpoint_rejections,planner_updated_vertices,planner_virtual_obstacles_created,planning_calls,replans,scenario,seed,sensed_obstacle_ratio,success,total_planning_time_s
0,39.90000000000009,399,0,,0.46248619544109976,0.08609386700027244,r2apf,1,False,0,,0,,,,,,,1,,,0.2857142857142857,450.0,1,1,,,5,,13,,1,11,11,A,5063,0.3125,True,0.5559924839990344
0,38.400000000000205,384,0,,0.47961201697032124,0.09456395100005466,r2apf,1,False,0,,0,,,,,,,1,,,0.16666666666666666,213.0,1,1,,,2,,5,,1,5,5,A,5064,0.375,True,0.31137997299993003
0,36.60000000000005,366,0,,0.49247547402013714,0.09168923099969106,r2apf,0,False,0,,0,,,,,,,0,,,,223.0,0,0,,,2,,4,,0,7,7,A,5065,0.45,True,0.46956565500022407
0,36.89999999999997,369,0,,0.47483051186681025,0.07148372099982225,r2apf,0,False,0,,0,,,,,,,0,,,,215.0,0,0,,,0,,0,,0,5,5,A,5066,0.4125,True,0.26537044599899673
0,36.40000000000018,364,0,,0.41733688694686044,0.08238807399993675,r2apf,0,False,0,,0,,,,,,,0,,,,331.0,0,0,,,1,,6,,0,8,8,A,5067,0.45,True,0.41727221200108033
0,42.20000000000008,422,1,,0.40692231348791363,0.12453545900007157,r2apf,1,False,1,,0,,,,,,,1,,,,374.0,1,0,,,5,,8,,1,9,9,A,5068,0.525,True,0.4928873870012467
0,38.60000000000005,386,0,,0.4826316650017366,0.07510396199995739,r2apf,0,False,0,,0,,,,,,,0,,,,210.0,0,0,,,1,,2,,0,5,5,A,5069,0.3875,True,0.23493442600010894
0,43.1309243885899,432,1,,0.45647817476939645,0.1676657529997101,r2apf,4,False,1,,0,,,,,,,4,,,0.1984126984126984,369.0,4,3,,,4,,7,,4,9,9,A,5070,0.6,True,0.7271337249985663
0,40.98326083044189,410,1,,0.42357260722465445,0.09877145400059817,r2apf,3,False,1,,0,,,,,,,3,,,0.26666666666666666,301.0,3,2,,,2,,4,,3,7,7,A,5071,0.425,True,0.37479076600084227
0,37.20000000000017,372,0,,0.4569434866557134,0.0967348200001652,r2apf,0,False,0,,0,,,,,,,0,,,,363.0,0,0,,,3,,12,,0,8,8,A,5072,0.475,True,0.5000283310000668
0,40.20000000000004,402,0,,0.48745675475215816,0.11619316100041033,r2apf,1,False,0,,0,,,,,,,1,,,0.3333333333333333,316.0,1,1,,,0,,7,,1,7,7,A,5073,0.575,True,0.47840657500000816
0,39.10000000000013,391,0,,0.4626081646581883,0.12402508000013768,r2apf,1,False,0,,0,,,,,,,1,,,0.14285714285714285,500.0,1,1,,,4,,10,,1,12,12,A,5074,0.5625,True,0.8563874330011458
